date,TCMNOM_Y1
19860903,5.68
19860904,5.63
19860905,5.72
19860908,5.78
19860909,5.77
19860910,5.74
19860911,5.84
19860912,5.8
19860915,5.77
19860916,5.76
19860917,5.77
19860918,5.87
19860919,5.86
19860922,5.82
19860923,5.83
19860924,5.78
19860925,5.78
19860926,5.79
19860929,5.86
19860930,5.82
19861001,5.82
19861002,5.83
19861003,5.6
19861006,5.58
19861007,5.57
19861008,5.55
19861009,5.57
19861010,5.59
19861013,
19861014,5.69
19861015,5.7
19861016,5.72
19861017,5.81
19861020,5.88
19861021,5.83
19861022,5.82
19861023,5.79
19861024,5.79
19861027,5.76
19861028,5.79
19861029,5.75
19861030,5.69
19861031,5.73
19861103,5.71
19861104,5.72
19861105,5.75
19861106,5.79
19861107,5.85
19861110,5.92
19861111,
19861112,5.89
19861113,5.87
19861114,5.86
19861117,5.84
19861118,5.81
19861119,5.73
19861120,5.82
19861121,5.75
19861124,5.75
19861125,5.77
19861126,5.78
19861127,
19861128,5.76
19861201,5.82
19861202,5.8
19861203,5.75
19861204,5.73
19861205,5.81
19861208,5.83
19861209,5.82
19861210,5.82
19861211,5.83
19861212,5.84
19861215,5.88
19861216,5.88
19861217,5.93
19861218,5.9
19861219,5.89
19861222,5.91
19861223,5.94
19861224,5.92
19861225,
19861226,5.91
19861229,6.02
19861230,6.06
19861231,5.95
19870101,
19870102,5.86
19870105,5.85
19870106,5.85
19870107,5.78
19870108,5.78
19870109,5.76
19870112,5.76
19870113,5.78
19870114,5.78
19870115,5.78
19870116,5.72
19870119,
19870120,5.65
19870121,5.7
19870122,5.7
19870123,5.7
19870126,5.79
19870127,5.81
19870128,5.79
19870129,5.8
19870130,5.93
19870202,5.93
19870203,5.92
19870204,5.93
19870205,5.87
19870206,5.93
19870209,5.99
19870210,6.08
19870211,6.11
19870212,6.03
19870213,6.05
19870216,
19870217,6.09
19870218,6.02
19870219,5.9
19870220,5.89
19870223,5.88
19870224,5.88
19870225,5.91
19870226,5.91
19870227,5.9
19870302,5.92
19870303,5.96
19870304,5.9
19870305,5.91
19870306,6.02
19870309,6.04
19870310,6.09
19870311,6.09
19870312,6.09
19870313,6.01
19870316,6.04
19870317,6
19870318,5.99
19870319,5.95
19870320,5.98
19870323,6.03
19870324,6.06
19870325,6.07
19870326,6.06
19870327,6.14
19870330,6.23
19870331,6.15
19870401,6.21
19870402,6.18
19870403,6.14
19870406,6.1
19870407,6.15
19870408,6.17
19870409,6.33
19870410,6.56
19870413,6.69
19870414,6.73
19870415,6.57
19870416,6.41
19870417,
19870420,6.61
19870421,6.52
19870422,6.66
19870423,6.72
19870424,6.84
19870427,6.88
19870428,6.75
19870429,6.75
19870430,6.62
19870501,6.78
19870504,6.92
19870505,6.9
19870506,6.85
19870507,6.87
19870508,6.84
19870511,6.92
19870512,6.92
19870513,7
19870514,7.02
19870515,7.27
19870518,7.24
19870519,7.3
19870520,7.23
19870521,7.12
19870522,7.1
19870525,
19870526,6.96
19870527,7.01
19870528,6.94
19870529,6.88
19870601,6.88
19870602,6.98
19870603,6.91
19870604,6.87
19870605,6.9
19870608,6.9
19870609,6.83
19870610,6.76
19870611,6.78
19870612,6.71
19870615,6.73
19870616,6.74
19870617,6.72
19870618,6.73
19870619,6.72
19870622,6.69
19870623,6.75
19870624,6.83
19870625,6.77
19870626,6.8
19870629,6.73
19870630,6.77
19870701,6.69
19870702,6.66
19870703,
19870706,6.67
19870707,6.63
19870708,6.62
19870709,6.64
19870710,6.51
19870713,6.51
19870714,6.5
19870715,6.57
19870716,6.54
19870717,6.55
19870720,6.58
19870721,6.69
19870722,6.73
19870723,6.74
19870724,6.82
19870727,6.84
19870728,6.86
19870729,6.91
19870730,6.88
19870731,6.89
19870803,7.01
19870804,7.01
19870805,6.9
19870806,6.91
19870807,6.97
19870810,6.98
19870811,6.94
19870812,6.92
19870813,6.89
19870814,6.91
19870817,6.93
19870818,6.98
19870819,7.04
19870820,7.07
19870821,7.04
19870824,7.07
19870825,7.08
19870826,7.15
19870827,7.24
19870828,7.26
19870831,7.23
19870901,7.3
19870902,7.4
19870903,7.5
19870904,7.63
19870907,
19870908,7.78
19870909,7.75
19870910,7.67
19870911,7.66
19870914,7.67
19870915,7.66
19870916,7.66
19870917,7.65
19870918,7.62
19870921,7.68
19870922,7.67
19870923,7.66
19870924,7.74
19870925,7.77
19870928,7.76
19870929,7.88
19870930,7.92
19871001,7.94
19871002,7.92
19871005,8
19871006,8.01
19871007,8
19871008,8.24
19871009,8.25
19871012,
19871013,8.17
19871014,8.35
19871015,8.42
19871016,8.38
19871019,7.98
19871020,7.15
19871021,7.03
19871022,7.02
19871023,6.93
19871026,6.73
19871027,6.81
19871028,6.72
19871029,6.66
19871030,6.75
19871102,6.98
19871103,6.87
19871104,6.83
19871105,6.76
19871106,6.9
19871109,6.92
19871110,6.89
19871111,
19871112,6.96
19871113,7.07
19871116,7.13
19871117,7.06
19871118,7.02
19871119,6.98
19871120,6.88
19871123,6.96
19871124,6.97
19871125,7.03
19871126,
19871127,7.12
19871130,7
19871201,7.05
19871202,7.03
19871203,7.01
19871204,7
19871207,7.2
19871208,7.21
19871209,7.18
19871210,7.32
19871211,7.3
19871214,7.3
19871215,7.22
19871216,7.21
19871217,7.27
19871218,7.16
19871221,7.18
19871222,7.24
19871223,7.18
19871224,7.17
19871225,
19871228,7.2
19871229,7.19
19871230,7.09
19871231,7.1
19880101,
19880104,7.15
19880105,7.11
19880106,7.14
19880107,7.13
19880108,7.24
19880111,7.15
19880112,7.15
19880113,7.14
19880114,7.16
19880115,6.98
19880118,
19880119,7.01
19880120,6.93
19880121,6.84
19880122,6.82
19880125,6.82
19880126,6.87
19880127,6.77
19880128,6.72
19880129,6.66
19880201,6.68
19880202,6.67
19880203,6.69
19880204,6.67
19880205,6.55
19880208,6.59
19880209,6.55
19880210,6.53
19880211,6.61
19880212,6.68
19880215,
19880216,6.73
19880217,6.72
19880218,6.67
19880219,6.67
19880222,6.65
19880223,6.6
19880224,6.61
19880225,6.66
19880226,6.64
19880229,6.63
19880301,6.61
19880302,6.59
19880303,6.6
19880304,6.72
19880307,6.74
19880308,6.75
19880309,6.72
19880310,6.76
19880311,6.63
19880314,6.64
19880315,6.62
19880316,6.67
19880317,6.58
19880318,6.64
19880321,6.73
19880322,6.73
19880323,6.8
19880324,6.83
19880325,6.76
19880328,6.79
19880329,6.79
19880330,6.79
19880331,6.76
19880401,
19880404,7
19880405,7.04
19880406,7.04
19880407,7.04
19880408,6.95
19880411,6.96
19880412,6.89
19880413,6.83
19880414,6.89
19880415,7.03
19880418,7.05
19880419,7.03
19880420,7.04
19880421,7.02
19880422,7.02
19880425,7.04
19880426,7.02
19880427,7.03
19880428,7.1
19880429,7.14
19880502,7.21
19880503,7.2
19880504,7.2
19880505,7.22
19880506,7.31
19880509,7.34
19880510,7.37
19880511,7.33
19880512,7.31
19880513,7.28
19880516,7.32
19880517,7.38
19880518,7.39
19880519,7.45
19880520,7.45
19880523,7.52
19880524,7.52
19880525,7.58
19880526,7.65
19880527,7.65
19880530,
19880531,7.66
19880601,7.58
19880602,7.62
19880603,7.51
19880606,7.51
19880607,7.52
19880608,7.41
19880609,7.43
19880610,7.43
19880613,7.43
19880614,7.29
19880615,7.32
19880616,7.42
19880617,7.54
19880620,7.57
19880621,7.6
19880622,7.5
19880623,7.5
19880624,7.48
19880627,7.55
19880628,7.53
19880629,7.53
19880630,7.5
19880701,7.49
19880704,
19880705,7.53
19880706,7.55
19880707,7.6
19880708,7.78
19880711,7.76
19880712,7.76
19880713,7.76
19880714,7.83
19880715,7.82
19880718,7.82
19880719,7.76
19880720,7.75
19880721,7.83
19880722,7.78
19880725,7.79
19880726,7.8
19880727,7.88
19880728,7.89
19880729,7.9
19880801,7.89
19880802,7.85
19880803,7.84
19880804,7.83
19880805,8.03
19880808,8.04
19880809,8.16
19880810,8.17
19880811,8.25
19880812,8.23
19880815,8.25
19880816,8.28
19880817,8.28
19880818,8.27
19880819,8.27
19880822,8.27
19880823,8.25
19880824,8.25
19880825,8.31
19880826,8.32
19880829,8.3
19880830,8.3
19880831,8.28
19880901,8.24
19880902,8.06
19880905,
19880906,8.08
19880907,8.09
19880908,8.1
19880909,8.07
19880912,8.08
19880913,8.02
19880914,7.95
19880915,7.98
19880916,8.02
19880919,8.05
19880920,8.07
19880921,8.05
19880922,8.09
19880923,8.09
19880926,8.17
19880927,8.21
19880928,8.23
19880929,8.18
19880930,8.13
19881003,8.13
19881004,8.15
19881005,8.15
19881006,8.18
19881007,8.02
19881010,
19881011,8.04
19881012,8.06
19881013,8.11
19881014,8.07
19881017,8.08
19881018,8.09
19881019,8.14
19881020,8.13
19881021,8.15
19881024,8.19
19881025,8.17
19881026,8.12
19881027,8.08
19881028,8.07
19881031,8.06
19881101,8.05
19881102,8.08
19881103,8.07
19881104,8.22
19881107,8.31
19881108,8.34
19881109,8.36
19881110,8.4
19881111,
19881114,8.45
19881115,8.55
19881116,8.6
19881117,8.57
19881118,8.58
19881121,8.63
19881122,8.71
19881123,8.7
19881124,
19881125,8.78
19881128,8.76
19881129,8.74
19881130,8.62
19881201,8.66
19881202,8.96
19881205,8.94
19881206,8.8
19881207,8.84
19881208,8.9
19881209,8.95
19881212,8.96
19881213,9.08
19881214,9.13
19881215,9.18
19881216,9.13
19881219,9.11
19881220,9.04
19881221,8.98
19881222,8.95
19881223,8.94
19881226,
19881227,9.06
19881228,9.12
19881229,9.08
19881230,9.02
19890102,
19890103,9.11
19890104,9.14
19890105,9.22
19890106,9.2
19890109,9.18
19890110,9.15
19890111,9.17
19890112,9.06
19890113,8.99
19890116,
19890117,9.03
19890118,8.95
19890119,8.91
19890120,8.93
19890123,8.95
19890124,8.91
19890125,9
19890126,9.03
19890127,8.98
19890130,9
19890131,9.04
19890201,9.02
19890202,9.03
19890203,9.17
19890206,9.18
19890207,9.1
19890208,9.12
19890209,9.12
19890210,9.22
19890213,9.27
19890214,9.31
19890215,9.29
19890216,9.25
19890217,9.25
19890220,
19890221,9.28
19890222,9.35
19890223,9.48
19890224,9.51
19890227,9.46
19890228,9.4
19890301,9.4
19890302,9.38
19890303,9.36
19890306,9.32
19890307,9.34
19890308,9.35
19890309,9.35
19890310,9.58
19890313,9.56
19890314,9.54
19890315,9.52
19890316,9.48
19890317,9.72
19890320,9.84
19890321,9.85
19890322,9.71
19890323,9.7
19890324,
19890327,9.75
19890328,9.77
19890329,9.69
19890330,9.7
19890331,9.64
19890403,9.5
19890404,9.42
19890405,9.42
19890406,9.49
19890407,9.52
19890410,9.49
19890411,9.5
19890412,9.51
19890413,9.59
19890414,9.33
19890417,9.37
19890418,9.14
19890419,9.17
19890420,9.37
19890421,9.33
19890424,9.36
19890425,9.28
19890426,9.22
19890427,9.13
19890428,9.12
19890501,9.3
19890502,9.22
19890503,9.15
19890504,9.14
19890505,8.97
19890508,9.04
19890509,9.18
19890510,9.2
19890511,9.06
19890512,8.75
19890515,8.85
19890516,8.9
19890517,8.89
19890518,8.94
19890519,8.89
19890522,8.78
19890523,8.79
19890524,8.85
19890525,8.94
19890526,8.92
19890529,
19890530,8.88
19890531,8.86
19890601,8.87
19890602,8.57
19890605,8.46
19890606,8.48
19890607,8.39
19890608,8.35
19890609,8.32
19890612,8.33
19890613,8.45
19890614,8.41
19890615,8.49
19890616,8.57
19890619,8.57
19890620,8.52
19890621,8.57
19890622,8.58
19890623,8.39
19890626,8.37
19890627,8.35
19890628,8.35
19890629,8.19
19890630,8.12
19890703,8.04
19890704,
19890705,8
19890706,7.96
19890707,7.89
19890710,7.89
19890711,7.87
19890712,7.81
19890713,7.81
19890714,7.86
19890717,7.92
19890718,8.03
19890719,7.96
19890720,7.88
19890721,8.02
19890724,8.01
19890725,7.92
19890726,7.91
19890727,7.77
19890728,7.69
19890731,7.65
19890801,7.61
19890802,7.63
19890803,7.69
19890804,8.05
19890807,8.16
19890808,8.08
19890809,8.1
19890810,8.08
19890811,8.18
19890814,8.33
19890815,8.33
19890816,8.22
19890817,8.31
19890818,8.29
19890821,8.35
19890822,8.45
19890823,8.38
19890824,8.32
19890825,8.32
19890828,8.36
19890829,8.37
19890830,8.34
19890831,8.28
19890901,8.23
19890904,
19890905,8.31
19890906,8.29
19890907,8.26
19890908,8.2
19890911,8.1
19890912,8.1
19890913,8.11
19890914,8.03
19890915,7.99
19890918,8.08
19890919,8.07
19890920,8.22
19890921,8.26
19890922,8.25
19890925,8.33
19890926,8.34
19890927,8.36
19890928,8.41
19890929,8.48
19891002,8.49
19891003,8.41
19891004,8.41
19891005,8.36
19891006,8.06
19891009,
19891010,8.04
19891011,8.08
19891012,7.99
19891013,7.9
19891016,7.85
19891017,7.82
19891018,7.81
19891019,7.9
19891020,7.88
19891023,7.85
19891024,7.76
19891025,7.77
19891026,7.8
19891027,7.88
19891030,7.87
19891031,7.88
19891101,7.86
19891102,7.81
19891103,8.01
19891106,8.05
19891107,7.88
19891108,7.79
19891109,7.82
19891110,7.83
19891113,7.8
19891114,7.7
19891115,7.66
19891116,7.7
19891117,7.69
19891120,7.69
19891121,7.69
19891122,7.6
19891123,
19891124,7.59
19891127,7.74
19891128,7.76
19891129,7.77
19891130,7.72
19891201,7.67
19891204,7.68
19891205,7.68
19891206,7.76
19891207,7.82
19891208,7.73
19891211,7.74
19891212,7.76
19891213,7.77
19891214,7.71
19891215,7.65
19891218,7.62
19891219,7.72
19891220,7.63
19891221,7.64
19891222,7.7
19891225,
19891226,7.83
19891227,7.82
19891228,7.77
19891229,7.76
19900101,
19900102,7.81
19900103,7.85
19900104,7.82
19900105,7.79
19900108,7.81
19900109,7.78
19900110,7.77
19900111,7.77
19900112,7.76
19900115,
19900116,7.92
19900117,7.91
19900118,8.05
19900119,8
19900122,7.98
19900123,7.97
19900124,8
19900125,8.03
19900126,8.07
19900129,8.08
19900130,8.09
19900131,8.08
19900201,8.09
19900202,8.13
19900205,8.15
19900206,8.15
19900207,8.17
19900208,8.13
19900209,8.03
19900212,8.06
19900213,7.95
19900214,8.03
19900215,8.11
19900216,8.09
19900219,
19900220,8.24
19900221,8.22
19900222,8.17
19900223,8.11
19900226,8.1
19900227,8.06
19900228,8.12
19900301,8.21
19900302,8.22
19900305,8.31
19900306,8.31
19900307,8.29
19900308,8.35
19900309,8.46
19900312,8.44
19900313,8.48
19900314,8.41
19900315,8.41
19900316,8.36
19900319,8.38
19900320,8.38
19900321,8.39
19900322,8.32
19900323,8.29
19900326,8.3
19900327,8.35
19900328,8.33
19900329,8.36
19900330,8.35
19900402,8.34
19900403,8.32
19900404,8.27
19900405,8.28
19900406,8.26
19900409,8.29
19900410,8.29
19900411,8.28
19900412,8.29
19900413,
19900416,8.29
19900417,8.38
19900418,8.49
19900419,8.46
19900420,8.44
19900423,8.5
19900424,8.55
19900425,8.57
19900426,8.64
19900427,8.57
19900430,8.58
19900501,8.56
19900502,8.63
19900503,8.62
19900504,8.43
19900507,8.44
19900508,8.4
19900509,8.4
19900510,8.33
19900511,8.21
19900514,8.2
19900515,8.23
19900516,8.23
19900517,8.24
19900518,8.31
19900521,8.3
19900522,8.22
19900523,8.17
19900524,8.16
19900525,8.23
19900528,
19900529,8.23
19900530,8.2
19900531,8.22
19900601,8.06
19900604,8.07
19900605,8.09
19900606,8.09
19900607,8.07
19900608,8.07
19900611,8.09
19900612,8.09
19900613,8.02
19900614,8
19900615,8.05
19900618,8.11
19900619,8.15
19900620,8.16
19900621,8.14
19900622,8.12
19900625,8.19
19900626,8.19
19900627,8.14
19900628,8.07
19900629,8.05
19900702,8.06
19900703,8.01
19900704,
19900705,8.02
19900706,8.14
19900709,8.19
19900710,8.21
19900711,8.18
19900712,7.98
19900713,7.89
19900716,7.89
19900717,7.88
19900718,7.87
19900719,7.87
19900720,7.84
19900723,7.81
19900724,7.88
19900725,7.87
19900726,7.9
19900727,7.8
19900730,7.75
19900731,7.72
19900801,7.63
19900802,7.7
19900803,7.56
19900806,7.63
19900807,7.75
19900808,7.73
19900809,7.72
19900810,7.67
19900813,7.65
19900814,7.69
19900815,7.68
19900816,7.81
19900817,7.8
19900820,7.84
19900821,7.9
19900822,7.94
19900823,7.99
19900824,7.96
19900827,7.89
19900828,7.94
19900829,7.85
19900830,7.83
19900831,7.76
19900903,
19900904,7.76
19900905,7.74
19900906,7.74
19900907,7.73
19900910,7.79
19900911,7.81
19900912,7.75
19900913,7.7
19900914,7.72
19900917,7.73
19900918,7.73
19900919,7.79
19900920,7.81
19900921,7.77
19900924,7.83
19900925,7.85
19900926,7.84
19900927,7.72
19900928,7.69
19901001,7.63
19901002,7.61
19901003,7.57
19901004,7.56
19901005,7.51
19901008,
19901009,7.64
19901010,7.64
19901011,7.6
19901012,7.59
19901015,7.58
19901016,7.58
19901017,7.6
19901018,7.59
19901019,7.55
19901022,7.53
19901023,7.52
19901024,7.52
19901025,7.46
19901026,7.46
19901029,7.48
19901030,7.48
19901031,7.43
19901101,7.32
19901102,7.35
19901105,7.33
19901106,7.36
19901107,7.36
19901108,7.35
19901109,7.33
19901112,
19901113,7.3
19901114,7.31
19901115,7.32
19901116,7.27
19901119,7.33
19901120,7.34
19901121,7.26
19901122,
19901123,7.23
19901126,7.24
19901127,7.28
19901128,7.34
19901129,7.34
19901130,7.31
19901203,7.31
19901204,7.25
19901205,7.24
19901206,7.27
19901207,7.12
19901210,7.1
19901211,7.07
19901212,7.03
19901213,7.11
19901214,7.09
19901217,7.06
19901218,7.02
19901219,6.89
19901220,6.9
19901221,6.95
19901224,6.99
19901225,
19901226,6.94
19901227,6.94
19901228,6.91
19901231,6.82
19910101,
19910102,6.74
19910103,6.72
19910104,6.83
19910107,6.84
19910108,6.75
19910109,6.68
19910110,6.64
19910111,6.62
19910114,6.6
19910115,6.6
19910116,6.61
19910117,6.66
19910118,6.61
19910121,
19910122,6.59
19910123,6.59
19910124,6.54
19910125,6.61
19910128,6.64
19910129,6.59
19910130,6.56
19910131,6.51
19910201,6.27
19910204,6.24
19910205,6.23
19910206,6.22
19910207,6.23
19910208,6.21
19910211,6.18
19910212,6.18
19910213,6.21
19910214,6.19
19910215,6.24
19910218,
19910219,6.3
19910220,6.28
19910221,6.29
19910222,6.33
19910225,6.33
19910226,6.37
19910227,6.36
19910228,6.41
19910301,6.52
19910304,6.51
19910305,6.48
19910306,6.5
19910307,6.5
19910308,6.41
19910311,6.37
19910312,6.38
19910313,6.3
19910314,6.26
19910315,6.3
19910318,6.36
19910319,6.48
19910320,6.44
19910321,6.39
19910322,6.37
19910325,6.35
19910326,6.39
19910327,6.33
19910328,6.28
19910329,
19910401,6.27
19910402,6.26
19910403,6.28
19910404,6.24
19910405,6.24
19910408,6.21
19910409,6.23
19910410,6.28
19910411,6.23
19910412,6.14
19910415,6.22
19910416,6.23
19910417,6.2
19910418,6.34
19910419,6.31
19910422,6.32
19910423,6.28
19910424,6.23
19910425,6.19
19910426,6.21
19910429,6.22
19910430,6.06
19910501,6.09
19910502,6.06
19910503,6.1
19910506,6.11
19910507,6.15
19910508,6.14
19910509,6.13
19910510,6.13
19910513,6.11
19910514,6.12
19910515,6.13
19910516,6.15
19910517,6.16
19910520,6.2
19910521,6.18
19910522,6.15
19910523,6.13
19910524,6.11
19910527,
19910528,6.12
19910529,6.11
19910530,6.13
19910531,6.16
19910603,6.27
19910604,6.26
19910605,6.28
19910606,6.29
19910607,6.39
19910610,6.4
19910611,6.39
19910612,6.43
19910613,6.4
19910614,6.37
19910617,6.38
19910618,6.41
19910619,6.37
19910620,6.34
19910621,6.37
19910624,6.38
19910625,6.39
19910626,6.38
19910627,6.35
19910628,6.32
19910701,6.38
19910702,6.41
19910703,6.39
19910704,
19910705,6.4
19910708,6.36
19910709,6.31
19910710,6.28
19910711,6.27
19910712,6.26
19910715,6.29
19910716,6.32
19910717,6.35
19910718,6.34
19910719,6.28
19910722,6.31
19910723,6.33
19910724,6.29
19910725,6.29
19910726,6.24
19910729,6.21
19910730,6.23
19910731,6.19
19910801,6.23
19910802,6.04
19910805,6.04
19910806,5.91
19910807,5.85
19910808,5.82
19910809,5.8
19910812,5.8
19910813,5.8
19910814,5.7
19910815,5.67
19910816,5.65
19910819,5.52
19910820,5.48
19910821,5.63
19910822,5.66
19910823,5.82
19910826,5.85
19910827,5.8
19910828,5.68
19910829,5.65
19910830,5.72
19910902,
19910903,5.72
19910904,5.71
19910905,5.71
19910906,5.65
19910909,5.61
19910910,5.61
19910911,5.61
19910912,5.56
19910913,5.53
19910916,5.55
19910917,5.56
19910918,5.56
19910919,5.59
19910920,5.55
19910923,5.54
19910924,5.54
19910925,5.53
19910926,5.47
19910927,5.43
19910930,5.42
19911001,5.42
19911002,5.43
19911003,5.39
19911004,5.35
19911007,5.35
19911008,5.35
19911009,5.36
19911010,5.4
19911011,5.33
19911014,
19911015,5.28
19911016,5.27
19911017,5.38
19911018,5.39
19911021,5.43
19911022,5.44
19911023,5.42
19911024,5.32
19911025,5.32
19911028,5.29
19911029,5.19
19911030,5.13
19911031,5.1
19911101,5.03
19911104,5.02
19911105,5.07
19911106,4.98
19911107,4.96
19911108,4.96
19911111,
19911112,4.98
19911113,5.02
19911114,4.95
19911115,4.89
19911118,4.89
19911119,4.84
19911120,4.83
19911121,4.77
19911122,4.75
19911125,4.78
19911126,4.75
19911127,4.74
19911128,
19911129,4.69
19911202,4.68
19911203,4.64
19911204,4.59
19911205,4.6
19911206,4.53
19911209,4.44
19911210,4.47
19911211,4.46
19911212,4.42
19911213,4.43
19911216,4.42
19911217,4.38
19911218,4.44
19911219,4.39
19911220,4.11
19911223,4.13
19911224,4.18
19911225,
19911226,4.19
19911227,4.18
19911230,4.14
19911231,4.12
19920101,
19920102,4.13
19920103,4.16
19920106,4.12
19920107,4.03
19920108,4
19920109,4.05
19920110,4.11
19920113,4.17
19920114,4.16
19920115,4.22
19920116,4.18
19920117,4.14
19920120,
19920121,4.1
19920122,4.1
19920123,4.15
19920124,4.22
19920127,4.24
19920128,4.2
19920129,4.22
19920130,4.24
19920131,4.23
19920203,4.23
19920204,4.21
19920205,4.21
19920206,4.2
19920207,4.1
19920210,4.08
19920211,4.14
19920212,4.16
19920213,4.26
19920214,4.32
19920217,
19920218,4.31
19920219,4.33
19920220,4.38
19920221,4.47
19920224,4.48
19920225,4.47
19920226,4.4
19920227,4.36
19920228,4.35
19920302,4.5
19920303,4.51
19920304,4.52
19920305,4.63
19920306,4.6
19920309,4.55
19920310,4.58
19920311,4.6
19920312,4.69
19920313,4.79
19920316,4.78
19920317,4.72
19920318,4.74
19920319,4.69
19920320,4.74
19920323,4.74
19920324,4.66
19920325,4.62
19920326,4.6
19920327,4.6
19920330,4.56
19920331,4.54
19920401,4.48
19920402,4.53
19920403,4.4
19920406,4.39
19920407,4.35
19920408,4.32
19920409,4.08
19920410,4.12
19920413,4.08
19920414,4.1
19920415,4.14
19920416,4.23
19920417,
19920420,4.34
19920421,4.33
19920422,4.33
19920423,4.35
19920424,4.27
19920427,4.36
19920428,4.34
19920429,4.34
19920430,4.4
19920501,4.28
19920504,4.28
19920505,4.27
19920506,4.22
19920507,4.26
19920508,4.22
19920511,4.18
19920512,4.15
19920513,4.09
19920514,4.09
19920515,4.08
19920518,4.08
19920519,4
19920520,4.08
19920521,4.25
19920522,4.19
19920525,
19920526,4.32
19920527,4.27
19920528,4.24
19920529,4.24
19920601,4.32
19920602,4.3
19920603,4.27
19920604,4.26
19920605,4.21
19920608,4.2
19920609,4.2
19920610,4.2
19920611,4.18
19920612,4.14
19920615,4.13
19920616,4.12
19920617,4.1
19920618,4.08
19920619,4.17
19920622,4.15
19920623,4.22
19920624,4.11
19920625,4.09
19920626,4.11
19920629,4.04
19920630,4.05
19920701,4.04
19920702,3.7
19920703,
19920706,3.67
19920707,3.63
19920708,3.63
19920709,3.63
19920710,3.62
19920713,3.62
19920714,3.57
19920715,3.48
19920716,3.49
19920717,3.5
19920720,3.51
19920721,3.55
19920722,3.53
19920723,3.52
19920724,3.55
19920727,3.58
19920728,3.55
19920729,3.54
19920730,3.58
19920731,3.62
19920803,3.61
19920804,3.57
19920805,3.55
19920806,3.54
19920807,3.44
19920810,3.42
19920811,3.43
19920812,3.45
19920813,3.43
19920814,3.4
19920817,3.41
19920818,3.36
19920819,3.38
19920820,3.4
19920821,3.46
19920824,3.57
19920825,3.57
19920826,3.5
19920827,3.48
19920828,3.47
19920831,3.47
19920901,3.45
19920902,3.43
19920903,3.43
19920904,3.18
19920907,
19920908,3.14
19920909,3.17
19920910,3.17
19920911,3.19
19920914,3.13
19920915,3.2
19920916,3.17
19920917,3.14
19920918,3.13
19920921,3.16
19920922,3.2
19920923,3.21
19920924,3.17
19920925,3.04
19920928,3.04
19920929,3.06
19920930,3.06
19921001,2.96
19921002,2.98
19921005,2.98
19921006,3.05
19921007,3.15
19921008,3.08
19921009,3.19
19921012,
19921013,3.22
19921014,3.26
19921015,3.27
19921016,3.3
19921019,3.41
19921020,3.56
19921021,3.47
19921022,3.45
19921023,3.52
19921026,3.55
19921027,3.48
19921028,3.45
19921029,3.48
19921030,3.54
19921102,3.62
19921103,3.57
19921104,3.56
19921105,3.54
19921106,3.6
19921109,3.66
19921110,3.62
19921111,
19921112,3.59
19921113,3.68
19921116,3.77
19921117,3.73
19921118,3.68
19921119,3.72
19921120,3.77
19921123,3.77
19921124,3.69
19921125,3.75
19921126,
19921127,3.81
19921130,3.83
19921201,3.86
19921202,3.84
19921203,3.83
19921204,3.73
19921207,3.69
19921208,3.66
19921209,3.69
19921210,3.72
19921211,3.82
19921214,3.85
19921215,3.78
19921216,3.73
19921217,3.73
19921218,3.69
19921221,3.68
19921222,3.63
19921223,3.63
19921224,3.63
19921225,
19921228,3.64
19921229,3.64
19921230,3.57
19921231,3.61
19930101,
19930104,3.56
19930105,3.58
19930106,3.62
19930107,3.7
19930108,3.56
19930111,3.54
19930112,3.54
19930113,3.51
19930114,3.48
19930115,3.42
19930118,
19930119,3.48
19930120,3.51
19930121,3.48
19930122,3.41
19930125,3.41
19930126,3.45
19930127,3.41
19930128,3.38
19930129,3.39
19930201,3.4
19930202,3.43
19930203,3.44
19930204,3.44
19930205,3.36
19930208,3.43
19930209,3.47
19930210,3.5
19930211,3.44
19930212,3.43
19930215,
19930216,3.44
19930217,3.39
19930218,3.3
19930219,3.3
19930222,3.32
19930223,3.27
19930224,3.32
19930225,3.33
19930226,3.32
19930301,3.3
19930302,3.31
19930303,3.28
19930304,3.24
19930305,3.37
19930308,3.39
19930309,3.41
19930310,3.4
19930311,3.35
19930312,3.39
19930315,3.42
19930316,3.38
19930317,3.36
19930318,3.3
19930319,3.32
19930322,3.29
19930323,3.28
19930324,3.31
19930325,3.29
19930326,3.33
19930329,3.33
19930330,3.29
19930331,3.32
19930401,3.32
19930402,3.32
19930405,3.3
19930406,3.35
19930407,3.33
19930408,3.25
19930409,
19930412,3.23
19930413,3.22
19930414,3.19
19930415,3.22
19930416,3.21
19930419,3.21
19930420,3.19
19930421,3.17
19930422,3.17
19930423,3.18
19930426,3.23
19930427,3.27
19930428,3.27
19930429,3.24
19930430,3.26
19930503,3.22
19930504,3.23
19930505,3.26
19930506,3.22
19930507,3.23
19930510,3.22
19930511,3.23
19930512,3.26
19930513,3.3
19930514,3.33
19930517,3.41
19930518,3.4
19930519,3.37
19930520,3.39
19930521,3.45
19930524,3.52
19930525,3.52
19930526,3.51
19930527,3.58
19930528,3.62
19930531,
19930601,3.55
19930602,3.56
19930603,3.53
19930604,3.67
19930607,3.65
19930608,3.66
19930609,3.62
19930610,3.62
19930611,3.51
19930614,3.5
19930615,3.48
19930616,3.47
19930617,3.46
19930618,3.52
19930621,3.52
19930622,3.51
19930623,3.56
19930624,3.54
19930625,3.5
19930628,3.47
