date,TCMNOM_Y1
19791101,12.88
19791102,12.93
19791105,12.97
19791106,
19791107,13.19
19791108,13.12
19791109,12.48
19791112,
19791113,12.25
19791114,12.38
19791115,12.17
19791116,12.44
19791119,12.62
19791120,12.65
19791121,12.5
19791122,
19791123,12.02
19791126,11.73
19791127,11.64
19791128,11.84
19791129,11.73
19791130,11.88
19791203,12.08
19791204,11.92
19791205,11.85
19791206,11.82
19791207,11.98
19791210,11.98
19791211,12.28
19791212,12.62
19791213,12.38
19791214,12.16
19791217,12.04
19791218,11.92
19791219,11.82
19791220,11.85
19791221,11.9
19791224,11.86
19791225,
19791226,11.85
19791227,11.82
19791228,11.82
19791231,11.7
19800101,
19800102,11.89
19800103,12.25
19800104,12.25
19800107,12.07
19800108,11.94
19800109,11.87
19800110,11.68
19800111,11.94
19800114,11.96
19800115,11.88
19800116,11.83
19800117,11.9
19800118,12.05
19800121,12.15
19800122,12.06
19800123,11.96
19800124,12.15
19800125,12.24
19800128,12.16
19800129,12.34
19800130,12.29
19800131,12.4
19800201,12.62
19800204,12.67
19800205,12.91
19800206,12.84
19800207,12.68
19800208,12.89
19800211,13.1
19800212,
19800213,12.92
19800214,13.11
19800215,13.76
19800218,
19800219,14.38
19800220,14.46
19800221,14.98
19800222,15
19800225,15.15
19800226,15.25
19800227,15.27
19800228,15.08
19800229,15.45
19800303,15.6
19800304,15.51
19800305,15.73
19800306,16.06
19800307,15.97
19800310,15.56
19800311,15.52
19800312,15.77
19800313,15.61
19800314,15.92
19800317,15.64
19800318,15.33
19800319,15.23
19800320,15.8
19800321,15.89
19800324,16.36
19800325,16.23
19800326,16.47
19800327,16.11
19800328,16.06
19800331,15.8
19800401,15.85
19800402,15.65
19800403,15.67
19800404,
19800407,14.88
19800408,14.95
19800409,14.69
19800410,14.67
19800411,14.21
19800414,13.89
19800415,13.74
19800416,12.98
19800417,12.8
19800418,12.64
19800421,12.11
19800422,11.95
19800423,11.8
19800424,11.71
19800425,11.71
19800428,11.12
19800429,11.14
19800430,11.12
19800501,11.11
19800502,10.22
19800505,10.23
19800506,9.67
19800507,9.54
19800508,9.56
19800509,9.83
19800512,9.51
19800513,9.27
19800514,9.2
19800515,9.45
19800516,9.79
19800519,9.65
19800520,9.07
19800521,9.03
19800522,8.9
19800523,8.45
19800526,
19800527,8.46
19800528,8.57
19800529,8.84
19800530,8.83
19800602,8.93
19800603,8.7
19800604,8.55
19800605,8.47
19800606,8.15
19800609,7.87
19800610,8.18
19800611,7.94
19800612,7.85
19800613,7.63
19800616,7.7
19800617,7.74
19800618,8.07
19800619,8.03
19800620,7.82
19800623,8.11
19800624,8.15
19800625,8.17
19800626,8.3
19800627,8.43
19800630,8.49
19800701,8.6
19800702,8.56
19800703,8.37
19800704,
19800707,8.62
19800708,8.39
19800709,8.42
19800710,8.58
19800711,8.71
19800714,8.77
19800715,8.66
19800716,8.37
19800717,8.56
19800718,8.51
19800721,8.45
19800722,8.59
19800723,8.5
19800724,8.64
19800725,8.71
19800728,8.93
19800729,8.93
19800730,9
19800731,9.36
19800801,9.41
19800804,9.31
19800805,9.32
19800806,9.34
19800807,9.32
19800808,9.45
19800811,9.73
19800812,9.68
19800813,9.68
19800814,9.7
19800815,9.77
19800818,10.52
19800819,10.64
19800820,10.77
19800821,11.15
19800822,10.89
19800825,11.22
19800826,11.18
19800827,11.32
19800828,11.54
19800829,11.15
19800901,
19800902,10.87
19800903,10.6
19800904,10.66
19800905,10.82
19800908,11.03
19800909,10.99
19800910,10.94
19800911,11.25
19800912,11.37
19800915,11.77
19800916,11.67
19800917,11.77
19800918,11.67
19800919,11.36
19800922,12
19800923,11.87
19800924,11.82
19800925,12.12
19800926,12.56
19800929,12.52
19800930,12.29
19801001,12.24
19801002,12.4
19801003,11.93
19801006,11.73
19801007,11.79
19801008,12.33
19801009,12.02
19801010,12.09
19801013,
19801014,11.97
19801015,11.76
19801016,11.99
19801017,12.18
19801020,12.31
19801021,12.41
19801022,12.76
19801023,12.66
19801024,12.65
19801027,13.19
19801028,13.44
19801029,13.55
19801030,13.61
19801031,13.78
19801103,14.04
19801104,
19801105,14.09
19801106,14.15
19801107,13.61
19801110,13.83
19801111,
19801112,13.43
19801113,13.41
19801114,13.75
19801117,14.5
19801118,14.05
19801119,13.9
19801120,14.06
19801121,14.51
19801124,14.54
19801125,14.62
19801126,14.94
19801127,
19801128,15.13
19801201,15.36
19801202,15.27
19801203,14.95
19801204,15.04
19801205,15.29
19801208,15.37
19801209,15.45
19801210,15.6
19801211,15.85
19801212,15.35
19801215,15.61
19801216,15.88
19801217,15.7
19801218,15.55
19801219,14.47
19801222,13.83
19801223,13.61
19801224,14.05
19801225,
19801226,13.78
19801229,13.7
19801230,13.81
19801231,13.86
19810101,
19810102,14.06
19810105,13.09
19810106,13.23
19810107,13.88
19810108,13.96
19810109,14.24
19810112,14.06
19810113,14.04
19810114,13.75
19810115,13.86
19810116,13.84
19810119,14.43
19810120,14.2
19810121,14.57
19810122,14.69
19810123,14.69
19810126,14.29
19810127,14.34
19810128,14.34
19810129,14.22
19810130,14
19810202,14.28
19810203,14.51
19810204,14.29
19810205,14.35
19810206,14.61
19810209,14.68
19810210,14.81
19810211,15.03
19810212,
19810213,15.17
19810216,
19810217,14.82
19810218,14.7
19810219,14.33
19810220,14.15
19810223,14.47
19810224,14.45
19810225,14.47
19810226,14.52
19810227,14.59
19810302,14.91
19810303,14.69
19810304,14.77
19810305,14.73
19810306,14.33
19810309,14.19
19810310,14.05
19810311,14.07
19810312,13.82
19810313,13.47
19810316,13.28
19810317,13.21
19810318,12.72
19810319,12.79
19810320,12.82
19810323,13.4
19810324,13.45
19810325,13.42
19810326,13.65
19810327,13.61
19810330,13.21
19810331,13.05
19810401,12.99
19810402,13.23
19810403,13.53
19810406,14.19
19810407,13.83
19810408,13.91
19810409,13.98
19810410,13.99
19810413,14.28
19810414,13.99
19810415,14.36
19810416,14.45
19810417,
19810420,14.59
19810421,14.62
19810422,14.63
19810423,14.71
19810424,14.97
19810427,15.09
19810428,15.04
19810429,15.05
19810430,15.33
19810501,15.04
19810504,15.96
19810505,16.55
19810506,16.49
19810507,16.39
19810508,16.39
19810511,16.51
19810512,16.82
19810513,16.76
19810514,16.55
19810515,16.53
19810518,16.01
19810519,16.43
19810520,16.51
19810521,16.86
19810522,16.38
19810525,
19810526,15.81
19810527,15.81
19810528,15.32
19810529,14.81
19810601,15.13
19810602,15.21
19810603,15.17
19810604,15.33
19810605,15.27
19810608,14.68
19810609,14.71
19810610,14.65
19810611,14.85
19810612,14.78
19810615,14.2
19810616,14.34
19810617,14.67
19810618,15.19
19810619,14.97
19810622,14.67
19810623,14.88
19810624,15.04
19810625,14.95
19810626,14.74
19810629,14.6
19810630,14.87
19810701,15.2
19810702,15.1
19810703,
19810706,14.93
19810707,15.31
19810708,15.32
19810709,15.62
19810710,15.18
19810713,15.12
19810714,15.42
19810715,15.35
19810716,15.44
19810717,15.37
19810720,16.47
19810721,16.52
19810722,16.49
19810723,16.27
19810724,16.03
19810727,15.92
19810728,16.23
19810729,16.21
19810730,16.19
19810731,16.12
19810803,16.58
19810804,16.52
19810805,16.51
19810806,16.53
19810807,16.65
19810810,16.34
19810811,16.1
19810812,16.52
19810813,16.59
19810814,16.72
19810817,16.82
19810818,16.8
19810819,16.69
19810820,16.74
19810821,16.67
19810824,17.19
19810825,17.09
19810826,17.1
19810827,17.09
19810828,16.87
19810831,16.97
19810901,17.06
19810902,17.16
19810903,17.31
19810904,17.24
19810907,
19810908,17.29
19810909,17.04
19810910,16.93
19810911,16.46
19810914,16.38
19810915,16.14
19810916,16.13
19810917,16
19810918,16.02
19810921,15.73
19810922,15.95
19810923,16.01
19810924,16.1
19810925,16.44
19810928,16.44
19810929,16.51
19810930,16.64
19811001,16.59
19811002,16.4
19811005,15.83
19811006,15.69
19811007,15.62
19811008,15.47
19811009,15.06
19811012,
19811013,15.08
19811014,15.11
19811015,15.12
19811016,15.26
19811019,15.28
19811020,15.36
19811021,15.44
19811022,15.41
19811023,15.19
19811026,15.38
19811027,15.35
19811028,15.23
19811029,14.83
19811030,14.31
19811102,14.2
19811103,
19811104,13.84
19811105,13.88
19811106,13.38
19811109,12.75
19811110,12.72
19811111,
19811112,12.29
19811113,12.26
19811116,12.15
19811117,12.16
19811118,11.73
19811119,11.69
19811120,11.69
19811123,12.01
19811124,11.68
19811125,11.49
19811126,
19811127,11.61
19811130,11.82
19811201,12.13
19811202,12.36
19811203,12.22
19811204,11.47
19811207,11.89
19811208,11.93
19811209,12.23
19811210,12.61
19811211,12.94
19811214,12.91
19811215,12.67
19811216,12.67
19811217,12.97
19811218,12.75
19811221,13.25
19811222,13.43
19811223,13.85
19811224,13.69
19811225,
19811228,13.91
19811229,13.82
19811230,13.65
19811231,13.35
19820101,
19820104,13.56
19820105,13.83
19820106,13.91
19820107,13.93
19820108,13.75
19820111,14.31
19820112,14.18
19820113,14.51
19820114,14.41
19820115,14.53
19820118,14.53
19820119,14.59
19820120,14.75
19820121,14.8
19820122,14.94
19820125,14.89
19820126,14.53
19820127,14.39
19820128,13.98
19820129,14.04
19820201,15.08
19820202,14.74
19820203,14.83
19820204,14.83
19820205,14.75
19820208,15.09
19820209,15.19
19820210,15.05
19820211,15.12
19820212,
19820215,
19820216,15.23
19820217,15.22
19820218,14.79
19820219,14.87
19820222,14.1
19820223,14.04
19820224,13.94
19820225,14.07
19820226,14.27
19820301,13.93
19820302,13.88
19820303,13.75
19820304,13.49
19820305,13.49
19820308,13.36
19820309,13.57
19820310,13.64
19820311,13.99
19820312,14.08
19820315,14.17
19820316,14.01
19820317,13.93
19820318,14.07
19820319,14.2
19820322,13.92
19820323,13.89
19820324,14.02
19820325,14.01
19820326,14.21
19820329,14.47
19820330,14.45
19820331,14.3
19820401,14.21
19820402,14.17
19820405,14.06
19820406,14.25
19820407,14.33
19820408,14.15
19820409,
19820412,13.94
19820413,14.01
19820414,14.13
19820415,14.21
19820416,14.04
19820419,13.97
19820420,13.92
19820421,13.82
19820422,13.84
19820423,13.77
19820426,13.8
19820427,13.73
19820428,13.78
19820429,13.77
19820430,13.67
19820503,14.03
19820504,13.94
19820505,13.82
19820506,13.48
19820507,13.27
19820510,13.42
19820511,13.38
19820512,13.49
19820513,13.7
19820514,13.46
19820517,13.43
19820518,13.45
19820519,13.33
19820520,12.82
19820521,12.86
19820524,12.99
19820525,13.07
19820526,13
19820527,13
19820528,12.93
19820531,
19820601,13.37
19820602,13.43
19820603,13.42
19820604,13.63
19820607,13.51
19820608,13.59
19820609,13.6
19820610,13.63
19820611,13.6
19820614,13.97
19820615,14.03
19820616,14.06
19820617,14.43
19820618,14.62
19820621,14.48
19820622,14.57
19820623,14.64
19820624,14.65
19820625,14.74
19820628,14.62
19820629,14.5
19820630,14.34
19820701,14.24
19820702,14.35
19820705,
19820706,14.36
19820707,14.31
19820708,13.68
19820709,13.57
19820712,13.39
19820713,13.72
19820714,13.76
19820715,13.48
19820716,12.95
19820719,12.84
19820720,12.42
19820721,12.57
19820722,12.37
19820723,12.32
19820726,12.71
19820727,12.73
19820728,12.88
19820729,12.76
19820730,12.56
19820802,12.04
19820803,12.22
19820804,12.29
19820805,12.4
19820806,12.66
19820809,12.39
19820810,12.46
19820811,12.45
19820812,12.06
19820813,11.78
19820816,11.38
19820817,10.83
19820818,10.73
19820819,10.27
19820820,9.94
19820823,10.4
19820824,10.47
19820825,10.54
19820826,10.56
19820827,11.19
19820830,11.23
19820831,11.13
19820901,11.21
19820902,11.13
19820903,10.88
19820906,
19820907,10.96
19820908,11.03
19820909,10.96
19820910,11.25
19820913,11.06
19820914,10.93
19820915,11.27
19820916,11.19
19820917,11.03
19820920,10.98
19820921,10.73
19820922,10.52
19820923,10.51
19820924,10.62
19820927,10.64
19820928,10.45
19820929,10.32
19820930,10.26
19821001,10.05
19821004,10.6
19821005,10.53
19821006,10.36
19821007,9.55
19821008,9.2
19821011,
19821012,8.67
19821013,8.73
19821014,8.87
19821015,8.99
19821018,8.73
19821019,8.8
19821020,8.9
19821021,8.96
19821022,9.08
19821025,9.39
19821026,9.24
19821027,9.29
19821028,9.19
19821029,9.21
19821101,9.03
19821102,
19821103,9.06
19821104,8.98
19821105,9.03
19821108,9.23
19821109,9.13
19821110,9.12
19821111,
19821112,9.28
19821115,9.37
19821116,9.28
19821117,9.26
19821118,9.18
19821119,9.05
19821122,9.01
19821123,9.06
19821124,9.12
19821125,
19821126,9.08
19821129,9.38
19821130,9.38
19821201,9.38
19821202,9.22
19821203,8.93
19821206,9.02
19821207,8.98
19821208,9.12
19821209,9.07
19821210,9.13
19821213,9.03
19821214,8.71
19821215,8.72
19821216,8.79
19821217,8.91
19821220,8.89
19821221,8.75
19821222,8.79
19821223,8.78
19821224,
19821227,8.7
19821228,8.76
19821229,8.8
19821230,8.79
19821231,8.68
19830103,8.62
19830104,8.7
19830105,8.66
19830106,8.62
19830107,8.51
19830110,8.46
19830111,8.46
19830112,8.46
19830113,8.37
19830114,8.3
19830117,8.42
19830118,8.43
19830119,8.54
19830120,8.63
19830121,8.8
19830124,8.9
19830125,8.8
19830126,8.85
19830127,8.79
19830128,8.83
19830131,8.91
19830201,8.93
19830202,8.98
19830203,8.98
19830204,9.11
19830207,9.1
19830208,9.14
19830209,9.13
19830210,8.98
19830211,8.97
19830214,9.07
19830215,9.08
19830216,8.96
19830217,8.97
19830218,8.83
19830221,
19830222,8.75
19830223,8.73
19830224,8.66
19830225,8.55
19830228,8.61
19830301,8.58
19830302,8.59
19830303,8.56
19830304,8.63
19830307,8.81
19830308,8.94
19830309,8.93
19830310,9
19830311,8.98
19830314,8.93
19830315,8.93
19830316,9.01
19830317,9.13
19830318,9.24
19830321,9.27
19830322,9.31
19830323,9.2
19830324,9.23
19830325,9.39
19830328,9.39
19830329,9.29
19830330,9.32
19830331,9.34
19830401,
19830404,9.35
19830405,9.18
19830406,9.12
19830407,9.12
19830408,9.1
19830411,8.92
19830412,8.96
19830413,8.95
19830414,8.92
19830415,8.94
19830418,8.89
19830419,8.99
19830420,8.98
19830421,9.05
19830422,8.97
19830425,8.92
19830426,8.89
19830427,8.79
19830428,8.79
19830429,8.75
19830502,8.69
19830503,8.67
19830504,8.62
19830505,8.65
19830506,8.58
19830509,8.75
19830510,8.64
19830511,8.62
19830512,8.79
19830513,8.68
19830516,8.86
19830517,8.9
19830518,8.88
19830519,8.98
19830520,9.04
19830523,9.16
19830524,9.19
19830525,9.21
19830526,9.31
19830527,9.29
19830530,
19830531,9.48
19830601,9.39
19830602,9.36
19830603,9.48
19830606,9.53
19830607,9.66
19830608,9.73
19830609,9.58
19830610,9.68
19830613,9.52
19830614,9.58
19830615,9.55
19830616,9.51
19830617,9.56
19830620,9.83
19830621,9.78
19830622,9.79
19830623,9.8
19830624,9.92
19830627,9.91
19830628,9.84
19830629,9.76
19830630,9.7
19830701,9.67
19830704,
19830705,10.01
19830706,9.98
19830707,10.2
19830708,10.29
19830711,10.16
19830712,10.29
19830713,10.28
19830714,10.26
19830715,10.37
19830718,10.27
19830719,10.22
19830720,10.12
19830721,10.1
19830722,10.19
19830725,10.2
19830726,10.24
19830727,10.22
19830728,10.39
19830729,10.48
19830801,10.53
19830802,10.65
19830803,10.57
19830804,10.7
19830805,10.68
19830808,10.78
19830809,10.72
19830810,10.81
19830811,10.78
19830812,10.77
19830815,10.58
19830816,10.44
19830817,10.37
19830818,10.36
19830819,10.4
19830822,10.21
19830823,10.28
19830824,10.19
19830825,10.29
19830826,10.37
19830829,10.54
19830830,10.55
19830831,10.59
19830901,10.57
19830902,10.62
19830905,
19830906,10.46
19830907,10.33
19830908,10.37
19830909,10.36
19830912,10.12
19830913,10.16
19830914,10.28
19830915,10.31
19830916,10.19
19830919,10.06
19830920,9.99
19830921,10.05
19830922,10.05
19830923,9.92
19830926,9.78
19830927,9.85
19830928,9.93
19830929,9.99
19830930,9.89
19831003,9.9
19831004,9.83
19831005,9.71
19831006,9.71
19831007,9.72
19831010,
19831011,9.93
19831012,9.92
19831013,9.94
19831014,9.89
19831017,9.69
19831018,9.71
19831019,9.68
19831020,9.71
19831021,9.66
19831024,9.89
19831025,9.87
19831026,9.86
19831027,9.81
19831028,9.85
19831031,9.82
19831101,9.9
19831102,9.87
19831103,9.94
19831104,10.07
19831107,10.03
19831108,
19831109,9.96
19831110,9.87
19831111,
19831114,9.85
19831115,9.9
19831116,9.92
19831117,9.97
19831118,9.97
19831121,9.9
19831122,9.85
19831123,9.93
19831124,
19831125,9.91
19831128,10.02
19831129,9.97
19831130,9.98
19831201,9.99
19831202,10.08
19831205,10.08
19831206,10.04
19831207,10.08
19831208,10.16
19831209,10.13
19831212,10.06
19831213,10.18
19831214,10.17
19831215,10.18
19831216,10.14
19831219,10.13
19831220,10.16
19831221,10.11
19831222,10.1
19831223,10.14
19831226,
19831227,10.08
19831228,10.11
19831229,10.09
19831230,10.08
19840102,
19840103,10.11
19840104,10.03
19840105,9.99
19840106,9.93
19840109,9.98
19840110,9.92
19840111,9.99
19840112,9.98
19840113,9.66
19840116,9.76
19840117,9.85
19840118,9.97
19840119,9.88
19840120,9.86
19840123,9.87
19840124,9.88
19840125,9.87
19840126,9.87
19840127,9.85
19840130,9.83
19840131,9.85
19840201,9.8
19840202,9.78
19840203,9.8
19840206,9.97
19840207,9.95
19840208,9.94
19840209,9.9
19840210,9.95
19840213,
19840214,10.02
19840215,9.96
19840216,10.01
19840217,10.2
19840220,
19840221,10.18
19840222,10.17
19840223,10.29
19840224,10.18
19840227,10.26
19840228,10.25
19840229,10.21
19840301,10.28
19840302,10.18
19840305,10.24
19840306,10.26
19840307,10.32
19840308,10.38
19840309,10.46
19840312,10.43
19840313,10.47
19840314,10.56
19840315,10.53
19840316,10.65
19840319,10.73
19840320,10.81
19840321,10.85
19840322,10.93
19840323,10.91
19840326,10.87
19840327,10.83
19840328,10.75
19840329,10.72
19840330,10.8
19840402,10.84
19840403,10.98
19840404,10.99
19840405,10.97
19840406,10.79
19840409,10.71
19840410,10.71
19840411,10.71
19840412,10.74
19840413,10.91
19840416,10.95
19840417,10.87
19840418,10.95
19840419,10.98
19840420,
19840423,10.97
19840424,10.95
19840425,10.97
19840426,10.93
19840427,11.06
19840430,11.11
19840501,11.08
19840502,11.16
19840503,11.17
19840504,11.41
19840507,11.49
19840508,11.47
19840509,11.5
19840510,11.5
19840511,11.65
19840514,11.69
19840515,11.69
19840516,11.62
19840517,11.72
19840518,11.68
19840521,11.66
19840522,11.8
19840523,11.85
19840524,12
19840525,11.9
19840528,
19840529,12.07
19840530,12.2
19840531,12.15
19840601,11.96
19840604,11.85
19840605,11.82
19840606,11.89
19840607,12
19840608,12.03
19840611,12.2
19840612,12.13
19840613,11.97
19840614,11.93
19840615,11.85
19840618,11.91
19840619,11.91
19840620,12.26
19840621,12.34
19840622,12.31
19840625,12.24
19840626,12.29
19840627,12.25
19840628,12.32
19840629,12.3
19840702,12.23
19840703,12.19
19840704,
19840705,12.1
19840706,12.15
19840709,12.05
19840710,12.1
19840711,12.23
19840712,12.13
19840713,11.99
19840716,12.07
19840717,12.11
19840718,12.01
19840719,11.95
19840720,12
19840723,12.06
19840724,12
19840725,11.86
19840726,11.76
19840727,11.8
19840730,11.9
19840731,11.86
19840801,11.82
19840802,11.85
19840803,11.75
19840806,11.88
19840807,11.85
19840808,11.8
19840809,11.74
19840810,11.73
19840813,11.81
19840814,11.71
19840815,11.7
19840816,11.7
19840817,11.73
19840820,11.8
19840821,11.8
19840822,11.78
19840823,11.81
19840824,11.81
19840827,11.95
19840828,11.97
19840829,11.97
19840830,11.99
19840831,11.96
19840903,
19840904,12.01
19840905,12.02
19840906,11.95
19840907,11.83
19840910,11.65
19840911,11.68
19840912,11.69
19840913,11.56
19840914,11.48
19840917,11.53
19840918,11.45
19840919,11.34
19840920,11.3
19840921,11.43
19840924,11.49
19840925,11.43
19840926,11.42
19840927,11.32
19840928,11.43
19841001,11.44
19841002,11.44
19841003,11.4
19841004,11.37
19841005,11.31
19841008,
19841009,11.25
19841010,11.23
19841011,11.12
19841012,11.03
19841015,11.11
19841016,11.1
19841017,10.99
19841018,10.82
19841019,10.61
19841022,10.62
19841023,10.45
19841024,10.29
19841025,10.35
19841026,10.59
19841029,10.55
19841030,10.37
19841031,10.26
19841101,10.18
19841102,10.17
19841105,10.01
19841106,
19841107,9.93
19841108,10.06
19841109,9.91
19841112,
19841113,10.06
19841114,10.08
19841115,9.95
19841116,9.85
19841119,9.85
19841120,9.76
19841121,9.53
19841122,
19841123,9.43
19841126,9.48
19841127,9.51
19841128,9.51
19841129,9.52
19841130,9.71
19841203,9.66
19841204,9.59
19841205,9.58
19841206,9.68
19841207,9.65
19841210,9.63
19841211,9.57
19841212,9.44
19841213,9.54
19841214,9.26
19841217,9.18
19841218,9.01
19841219,9.04
19841220,9.14
19841221,9.1
19841224,9.02
19841225,
19841226,9.08
19841227,9.11
19841228,9.17
19841231,9.22
19850101,
19850102,9.19
19850103,9.17
19850104,9.17
19850107,9.03
19850108,9.04
19850109,8.95
19850110,9.05
19850111,9.13
19850114,9.12
19850115,9.04
19850116,9.04
19850117,9.04
19850118,8.99
19850121,
19850122,8.91
19850123,8.9
19850124,8.88
19850125,8.9
19850128,8.95
19850129,8.97
19850130,8.95
19850131,9.09
19850201,9.21
19850204,9.2
19850205,9.14
19850206,9.15
19850207,9.21
19850208,9.18
19850211,9.22
19850212,
19850213,9.22
19850214,9.18
19850215,9.15
19850218,
19850219,9.13
19850220,9.24
19850221,9.4
19850222,9.44
19850225,9.41
19850226,9.41
19850227,9.64
19850228,9.72
19850301,9.87
19850304,9.91
19850305,9.84
19850306,9.88
19850307,10.08
19850308,9.76
19850311,9.71
19850312,9.8
19850313,9.95
19850314,10.07
19850315,10
19850318,10.09
19850319,10.04
19850320,10
19850321,9.84
19850322,9.89
19850325,9.83
19850326,9.77
19850327,9.71
19850328,9.61
19850329,9.49
19850401,9.51
19850402,9.54
19850403,9.55
19850404,9.54
19850405,
19850408,9.53
19850409,9.4
19850410,9.36
19850411,9.14
19850412,9.15
19850415,9.15
19850416,8.95
19850417,9.01
19850418,8.77
19850419,8.86
19850422,8.77
19850423,8.9
19850424,8.88
19850425,8.96
19850426,8.93
19850429,9.07
19850430,8.99
19850501,8.89
19850502,8.91
19850503,8.73
19850506,8.76
19850507,8.72
19850508,8.76
19850509,8.73
19850510,8.68
19850513,8.69
19850514,8.58
19850515,8.49
19850516,8.38
19850517,8.45
19850520,8.21
19850521,8.23
19850522,8.21
19850523,8.25
19850524,8.19
19850527,
19850528,8.14
19850529,8.15
19850530,8.09
19850531,7.98
19850603,7.83
19850604,7.81
19850605,7.63
19850606,7.72
19850607,7.99
19850610,8.04
19850611,7.92
19850612,7.88
19850613,7.87
19850614,7.54
19850617,7.59
19850618,7.48
19850619,7.6
19850620,7.7
19850621,7.94
19850624,7.98
19850625,8.02
19850626,7.98
19850627,7.86
19850628,7.71
19850701,7.72
19850702,7.73
19850703,7.75
19850704,
19850705,7.43
19850708,7.6
19850709,7.65
19850710,7.66
19850711,7.84
19850712,7.88
19850715,7.84
19850716,7.76
19850717,7.71
19850718,7.88
19850719,7.92
19850722,8.02
19850723,8.05
19850724,8.04
19850725,8.01
19850726,8.02
19850729,8.07
19850730,8.14
19850731,8.12
19850801,8.12
19850802,8.23
19850805,8.22
19850806,8.18
19850807,8.16
19850808,8.11
19850809,8.08
19850812,8.07
19850813,8.1
19850814,8.05
19850815,8.1
19850816,8.01
19850819,8
19850820,8
19850821,7.92
19850822,7.91
19850823,7.94
19850826,7.98
19850827,7.94
19850828,7.95
19850829,7.94
19850830,8.03
19850902,
19850903,8.02
19850904,7.92
19850905,8.02
19850906,8.21
19850909,8.22
19850910,8.19
19850911,8.23
19850912,8.21
19850913,8.14
19850916,8.09
19850917,8.13
19850918,8.12
19850919,8.16
19850920,8.07
19850923,7.94
19850924,7.9
19850925,7.81
19850926,7.87
19850927,
19850930,7.99
19851001,7.94
19851002,7.95
19851003,7.97
19851004,7.97
19851007,8.07
19851008,8.06
19851009,8.05
19851010,8.08
19851011,8.05
19851014,
19851015,8.06
19851016,8.02
19851017,7.99
19851018,7.97
19851021,7.98
19851022,7.98
19851023,8.02
19851024,8.09
19851025,8.07
19851028,8.08
19851029,8.01
19851030,7.91
19851031,7.92
19851101,7.91
19851104,7.95
19851105,7.93
19851106,7.91
19851107,7.92
19851108,7.82
19851111,
19851112,7.81
19851113,7.88
19851114,7.91
19851115,7.94
19851118,7.83
19851119,7.83
19851120,7.87
19851121,7.84
19851122,7.86
19851125,7.87
19851126,7.9
19851127,7.86
19851128,
19851129,7.85
19851202,7.91
19851203,7.92
19851204,7.87
19851205,7.91
19851206,7.89
19851209,7.83
19851210,7.76
19851211,7.53
19851212,7.61
19851213,7.5
19851216,7.53
19851217,7.52
19851218,7.64
19851219,7.59
19851220,7.58
19851223,7.63
19851224,7.63
19851225,
19851226,7.55
19851227,7.55
19851230,7.62
19851231,7.6
19860101,
19860102,7.64
19860103,7.65
19860106,7.64
19860107,7.59
19860108,7.73
19860109,7.83
19860110,7.89
19860113,7.95
19860114,7.93
19860115,7.85
19860116,7.79
19860117,7.8
19860120,
19860121,7.77
19860122,7.76
19860123,7.71
19860124,7.68
19860127,7.63
19860128,7.6
19860129,7.65
19860130,7.64
19860131,7.57
19860203,7.59
19860204,7.55
19860205,7.58
19860206,7.63
19860207,7.8
19860210,7.74
19860211,7.68
19860212,7.71
19860213,7.71
19860214,7.59
19860217,
19860218,7.56
19860219,7.67
19860220,7.68
19860221,7.56
19860224,7.53
19860225,7.59
19860226,7.57
19860227,7.48
19860228,7.43
19860303,7.35
19860304,7.23
19860305,7.3
19860306,7.14
19860307,7.07
19860310,7.01
19860311,7.03
19860312,7.04
19860313,7.07
19860314,7
19860317,7.03
19860318,7.03
19860319,7.02
19860320,7
19860321,6.98
19860324,6.92
19860325,6.93
19860326,6.92
19860327,6.79
19860328,
19860331,6.72
19860401,6.7
19860402,6.68
19860403,6.68
19860404,6.58
19860407,6.56
19860408,6.48
19860409,6.33
19860410,6.32
19860411,6.34
19860414,6.26
19860415,6.26
19860416,6.14
19860417,6.19
19860418,6.19
19860421,6.23
19860422,6.32
19860423,6.48
19860424,6.62
19860425,6.65
19860428,6.59
19860429,6.55
19860430,6.54
19860501,6.55
19860502,6.57
19860505,6.51
19860506,6.48
19860507,6.49
19860508,6.45
19860509,6.51
19860512,6.61
19860513,6.61
19860514,6.56
19860515,6.65
19860516,6.8
19860519,6.8
19860520,6.75
19860521,6.72
19860522,6.73
19860523,6.7
19860526,
19860527,6.67
19860528,6.72
19860529,6.87
19860530,6.88
19860602,7
19860603,7.01
19860604,7.08
19860605,7.05
19860606,6.84
19860609,6.9
19860610,6.89
19860611,6.93
19860612,6.88
19860613,6.66
19860616,6.63
19860617,6.58
19860618,6.57
19860619,6.66
19860620,6.6
19860623,6.6
19860624,6.57
19860625,6.53
19860626,6.52
19860627,6.47
19860630,6.41
19860701,6.39
19860702,6.38
19860703,6.26
19860704,
19860707,6.26
19860708,6.41
19860709,6.31
19860710,6.29
19860711,6.17
19860714,6.18
19860715,6.17
19860716,6.2
19860717,6.21
19860718,6.15
19860721,6.14
19860722,6.2
19860723,6.29
19860724,6.3
19860725,6.32
19860728,6.39
19860729,6.33
19860730,6.3
19860731,6.2
19860801,6.15
19860804,6.13
19860805,6.16
19860806,6.2
19860807,6.19
19860808,6.12
19860811,6.08
19860812,6.03
19860813,5.97
19860814,6
19860815,5.98
19860818,5.98
19860819,5.89
19860820,5.85
19860821,5.74
19860822,5.78
19860825,5.72
19860826,5.68
19860827,5.73
19860828,5.68
19860829,5.52
19860901,
19860902,5.59
